CA150_0h,CUGBP_0h,ESRP1_0h,FBP11_0h,MAGOH_0h,NOVA1_0h,PRP8_0h,PSF_0h,PTB_0h,RAVER1_0h,RBM17_0h,RBM22_0h,RBM3_0h,RBM45_0h,SAM68TV1_0h,SC35_0h,sf3btv1_0h,SF3BTV2_0h,SKIP_0h,SND1_0h,SRM160_0h,SRSF1_0h,SRSF10_0h,SRSF3_0h,SRSF4_0h,SRSF5_0h,SRSF6_0h,SRSF9_0h,TIA1_0h,TRA2A_0h,TRA2B_0h,U11_0h,U12_0h,U2_0h,U2AF1_0h,U2AF2_0h,U4_0h,U4ATAC_0h,U5_0h,U6_0h,U6ATAC_0h,CA150_4h,CUGBP_4h,ESRP1_4h,FBP11_4h,MAGOH_4h,NOVA1_4h,PRP8_4h,PSF_4h,PTB_4h,RAVER1_4h,RBM17_4h,RBM22_4h,RBM3_4h,RBM45_4h,SAM68TV1_4h,SC35_4h,sf3btv1_4h,SF3BTV2_4h,SKIP_4h,SND1_4h,SRM160_4h,SRSF1_4h,SRSF10_4h,SRSF3_4h,SRSF4_4h,SRSF5_4h,SRSF6_4h,SRSF9_4h,TIA1_4h,TRA2A_4h,TRA2B_4h,U11_4h,U12_4h,U2_4h,U2AF1_4h,U2AF2_4h,U4_4h,U4ATAC_4h,U5_4h,U6_4h,U6ATAC_4h,Diabetes
1744,28456508.43,4015814.639,109798.1852,66379269.26,4674859.542,1291690.445,55372788.53,396807.3377,20518151.88,11074101.54,17440870.2,23521112.18,33898599.42,7133310.339,824989.4653,3862997.023,7515751.41,59919266.48,400405.5466,43113764.86,30436057.77,19450.34256,29555215.44,134141581.7,13109622.06,100538893.9,5721611.468,107985117.4,21351520.53,41646456.23,34816092.47,111196564.2,75332.19453,463757150.9,17689213.03,19329778.26,2140047191,2888709.074,26724680.88,62660777.91,2844357.198,38709113.46,6065513.05,110899.45,65493110.41,5681142.67,1730339.4,75297584.68,415787.61,24329389.08,14615334.44,25083155.65,29321476.88,34363118.56,9371846.08,1190595.95,5084814.89,6286109.23,59992909.09,229999.7,40407745.69,40791182.9,10895.47,32242298.35,146310017.3,16737168.22,136397693.8,6219032.37,106510399.4,26554806.82,44413252.86,46923110.68,76362169.73,20243.51,324222382.1,18885011.54,22368949.81,2442846427,2296262.43,34180342.62,78983039.39,3393038.54,N
1750,28970847.49,4721607.335,112106.7484,51636829.34,5008984.8,513656.519,54788406.6,1173351.694,16302165.88,13549432.55,16218209.07,20845219.25,36066754.39,7660944.76,1175484.656,4888757.677,8553703.543,44157348.39,806674.1494,43561104,29536565.44,34541.24355,30821939.7,131914900.1,14559247.42,122676715.1,8305973.563,108098221.1,20541005.57,47512843.33,42569379.97,132591845.9,233710.3779,466731024.7,20337007.81,17138885.53,2264143085,7204388.593,25279010.18,55554753.09,1360508.348,32517357.95,5484925.11,99603.97,70732417.79,5314844.1,260387.26,70252726.44,760805.49,22617992.67,14786890.56,19628344.39,26484714.11,26271757.6,11193844.45,1307384.81,3697920.97,6943796.98,58534310.28,450053.75,43547321.02,38154975.63,31466.96,38347222.6,142459733.6,17444339.77,134038287.1,8001580.03,112680077.8,29852474.6,41699403.67,42683696.36,72734415.7,31090.75,547976254.1,20134008.26,21297245.54,2984581150,4625586.01,31780147.09,66741539.53,2186476.45,N
1760,44850716.05,11927632.41,271097.2693,26220639.69,3893049.57,474585.6521,63075412.1,,32647447.25,8916896.445,40032056.42,,60230349.19,11795958.11,3301035.09,2289747.775,,49037007.22,,66627350.45,22251139.2,101690.7643,29529932.1,302444770.2,18881710.12,259063997.5,27906219.63,159674332.8,57291177.91,63180614.69,77670479.44,341022362.8,160040.6329,19230180.67,20740226.94,16181847.11,3182239136,4853830.155,43853189.24,59686349.2,2527117.856,34133338.18,6108449.39,122334.57,57086928.43,4793978.07,80586.39,45090275.71,190908.69,22825078.06,7532624.18,17288260.24,,29725749.86,8972201.67,1465207.62,4791015.53,8151608.57,45668018.9,1025645.08,40908137.93,30435392.91,87474.06,36062522.27,161273935.1,13749250.07,115744909.3,7385655.02,81825901.27,34041852.93,33862325.02,49989058.54,105328043.9,33509.66,735990783.8,9160450.12,13564750.45,2240255714,1172313.32,29999014.95,62894138.97,1297531.82,N
1777,27056239.32,5838924.079,432390.2678,49906538.45,4985314.073,4847153.787,48781308.82,50249.05037,17933203.26,8869426.143,18666400.89,21992366.57,36473991.01,6693397.483,787659.1118,2992882.734,4808493.613,27371883.45,199580.6649,36170393.59,27575491.83,76904.21502,25931233.36,128388460.4,11031874.16,115188550.6,3699996.205,99435569.88,20639874.08,43749082.64,43577631.87,163204643.4,81668.90749,284664543.8,20476446.44,16672870.95,6317185130,4418433.08,22533173.33,92007737.99,3250306.963,31187610.92,5281855.87,144417.15,54369656.94,5032722.31,3089222.05,52515918.37,168906.47,20022196.47,9047599.5,21578881.38,23799906.05,38345984.62,8466202.1,1228314.1,3277967.82,5329048.52,35833276.89,380979.17,39752248.26,31904509.38,38523.21,34833443.63,135486368.9,15570303.29,123455324.8,5808788.22,106970421,25086720.85,46675637.9,53432861.36,107188038.3,80552.23,241674804,20777020.04,18119255.78,2268157049,4185140.68,31843293.24,71112604.42,2898722.38,N
1786,19928159.44,3633668.663,82690.07642,39929039.7,3606213.52,503162.0204,37901974.71,107482.2001,15709489.37,7216978.246,14313971.68,19688492.64,35503160.21,6095948.744,692450.5634,1784392.562,5016224.783,21178745.03,297942.7298,37635284.32,23128391.72,23284.20254,25785628.35,113274471.5,10327591.82,91018922.85,4696318.871,93180900.19,18323065.53,36958208.51,38352086.89,99025373.05,79246.32966,444045005.1,15413311.72,14676993.19,1790326627,6282265.03,23832440.78,35299601.06,916302.6381,31989142.29,6060086.64,112411.2,53576840.1,5155702.27,188388.91,45494487.89,43101.94,24123900.82,9958705.94,20115336.61,24793597.83,43578901.77,7599164.07,1188480.81,2309948.25,3554120.64,30903939.82,138646.6,45409683.67,27040715.94,43871.28,34979087.65,135748405.4,16068167.34,117968551.9,5348381.91,120934266.2,28327495.58,58103150.02,47553505.47,94619460.43,33936.09,303831111.2,21340152.46,22665096.7,2148223858,2073855.41,35081525.54,54632844.45,1514800.28,N
1795,15524862.41,2839635.587,323591.2299,35395146.61,3171646.996,8800226.448,35782505.4,194975.774,10852640.19,4187332.037,16860220.66,15879941.4,28936551.22,4689228.265,433737.7839,2700801.722,8208567.764,36728196.08,494043.9252,20926931.25,19133686.48,28382.24714,23711769.49,84592602.77,7932184.839,82380479.76,4762915.38,57149334.5,15263163.01,27377490.24,31571963.74,95142227.73,97413.15321,425636167.1,14256471.09,8950559.914,2544766923,2107629.475,13671116.87,150249608.3,4289070.635,26578113.57,4707034.6,118783.51,60792479.68,4942524.33,483601.72,66586634.39,2267606.2,17341778.39,7852453.99,15188649.77,22493537.1,30289265.87,9360832.25,1768934.56,7854700.93,19759927.59,63113283.34,4314730.88,27970049.64,33145797.81,104511.35,29876211.82,103788694.2,13863010.98,112448118.5,7569515.78,75239034.82,23886612.13,47403248.35,39827529.96,100485381.6,319515.18,388315684.8,14095049.1,12697595.62,1644471966,4218242.76,30011606.39,89667236.07,2270094.9,N
400,51310979.73,6758488.364,175713.4452,49174087.29,3154769.494,412910.2584,59662206.79,30871.48384,22497050.37,8030607.756,22239506.13,27138147.45,37085895.76,10411876.49,4864782.416,2365096.718,3081571.916,44825653.68,121711.6739,45392814.21,32859212.43,94665.98604,51921432.59,277589737.3,16500902.69,144857158.4,5331449.109,166486236.9,42561495.74,67430085.98,78232560.57,112979226.9,13184.94146,1197076088,16513813.74,12557869.15,5819719573,1494948.948,30437381.27,66614342.14,821312.5424,88948899.88,540291.6,,,206670.42,420904460.8,,17735,,334173.95,632427658.1,209091.54,,340669.38,,25373.06,1008.83,467415.32,,11896088.81,6596983.73,,1262928.43,654541522.8,4101626.92,2273043.27,1419168.41,1933360382,102838.56,3698089.41,84830.69,1279567870,137643.43,658823056.6,217299709.3,74190.51,328312466.3,8690191.55,767421.47,,,S
425,168865160.7,18983167.36,294782.7212,46186903.37,5599238.736,2829501.864,42416018.97,,109222669.7,8406852.777,130432729.7,125912419.8,289124995.3,18811297.24,18560329.57,10562936.86,29005.05376,61295484.98,1926.62237,257210446.7,25695504.45,28715.3149,133375264.8,2285686780,119352831.1,690144585.7,15942744.97,641791186.7,103028764.2,93043511.32,145601859.1,404892323.7,42768.57913,12766455.76,21972848.65,15424282.79,6947388105,907176.6771,11837317.27,6113346.624,5900.97324,96480744.96,10213101.49,178601.36,84490891.36,5417890.16,4927114.52,68633212.64,1876.68,73478832.06,7658354.41,71196503.61,80132017.35,157244655.2,18247417.15,8494205.66,17507679.18,501698.62,118137378.5,45148.69,114535133,29446080.61,105678.8,100995958.2,1327968916,70419967.56,518370552.9,12533844.49,293904388.8,73333589.07,63082450.23,142521555.5,746548638.9,336488.27,241177342.9,13385155.89,13481435.17,3601917557,3729192.16,5289037.92,12328365.93,212629.77,S
691,6527779.763,803791.456,2323907.475,32073588.94,8001914.077,65144758.89,5477645.021,162009.8397,1659831.801,693269.1452,169937878.4,4501907.972,65245386.58,879312.8082,303683.3876,382395.9341,2681421.717,40255135.33,81476.2111,3571943.439,5633030.709,390726.3345,39954533.93,438287653.7,1330967.946,29091750.71,382046.5931,24948390.2,11195486.21,14881588.38,19632168.88,581484824.2,381434.7615,3216309396,59564541.78,1378343.819,17256252173,11820295.93,1805611.403,826149837.3,27751874.57,7418679.28,1036678.61,2945813.62,37005206.03,6662249.54,65019933.02,5959454.35,254728.62,2625212.87,838166.65,177092405.1,7144863.78,59926381.9,994001.6,298622.04,359091.62,3367440.77,62518951.89,69096.76,4139110.01,6211009.67,1049141.78,58593930.1,470797186.2,1390059.9,48983006.45,485945.68,22771459.33,15198691,25214521.74,17674774.17,617472557.6,338123.53,1337287356,61976955.75,1415561.28,18031182652,13624611.55,1933855.5,,,S
756,29367241.86,4036632.407,172787.4564,44706843.61,3835229.937,986869.0775,48902813.75,409956.0546,16017391.44,6299897.659,18044256.59,14638933.91,24573745.62,6433847.497,1410736.276,3722914.463,5709149.314,42858869.18,339038.5164,27707006.52,25794901.27,8340.12914,26958661.34,83818484.55,12792467.11,100110768.6,5044696.152,66247341.19,17307065.06,42032792.84,30899627.46,58100010.75,33588.1055,457004123.2,11571759.49,12312307.92,1952777369,4593159.959,19382173.97,92101932.5,2962539.987,23261384.49,2999319.82,68042.38,53465290.18,4020559.14,66804.39,57569451.86,386498.67,14550721.73,6409686.24,12289338.82,16652504.45,23631535.28,5809819.78,1030358.08,4503000.57,11105555.13,47576108.85,1054074.57,29395543.63,26901330.94,7335.02,30018777.88,91544740.81,11667249.89,100934339.1,6915143.36,65838531.18,15501065.81,44903548.94,26587144.22,117493239.2,241578.08,608618294.5,9817667.51,13842655.05,1455003038,6366632.86,17514633.06,73217459.84,1497448.55,S
981,27098660.75,3705273.778,159144.7364,39436474.82,3771116.874,2379414.673,48373666.53,70927.83585,16025288.87,6873892.406,19768928.02,20017423.63,35575808.11,4093856.527,876126.831,4012542.628,3881463.277,34059086.6,133323.1177,29100203.95,24542120.49,25024.20498,29549209.67,85711863.67,12079079.11,80745803.82,5119540.913,69236761.16,18475681.53,40863544.36,34817216.58,65170563.59,19925.83083,174975549.6,21005500.21,14463258.97,2583181101,1854094.796,26299508.75,69926745.77,1815224.298,16736906.38,2485805.75,416179.28,37611482.08,3239769.8,10616021.44,36931437.57,94219.12,12273104.09,4679608.36,24341439.22,17407760.18,34455692.37,3903455.68,524813.35,3262719.51,6366307.61,34242821.94,137697.84,17011371.44,19578603.17,99306.42,25090423.05,87379354.6,7978042.52,74224203.61,4223036,58383284.71,14703200.26,28330757.19,28510175.18,124936168.3,85894.83,200507015.7,21682133.27,8297967.54,2830138086,3245474.86,15468899.5,152991280.8,6013753.86,S
1482,29321221.02,3712845.896,361599.7201,43520452.34,2275207.001,14741297.37,40133328.12,185761.716,16392732.76,6591913.236,44066366.27,23261466.19,27038885.55,9392921.405,1267749.504,4136963.013,3090425.138,36086275.4,867315.4112,26889845.87,20600845.66,148113.2503,30701310.73,161772335.4,13907937.49,67814359.37,5820200.584,64469556.91,26083767.86,35753080.32,40902801.57,100327712.8,21798.65008,368531688.4,14338815.26,10280201.16,7149905026,1657161.423,20781517.15,203418994.9,3325354.574,39013282.78,4704667.96,128998.97,53700843.73,3903450.13,1127251.17,49061361.05,930098.04,19230303.35,8340845.33,20570989.62,26097759.69,30901361.97,10544522.57,1608049.11,10225547.19,8369121.43,53110510.39,2273812.37,28881284.74,26248366.44,44802.91,38164522.61,138874966.4,20338814.56,104369192.2,8337697.85,64523507.74,35990496.08,55876123.29,57196219.14,79549348.29,47402.95,447534795.6,9076440.85,14135553.56,2974861354,2869672.58,24761751.23,63097985.25,1017005.99,S
32,19695155.48,3082727.781,81752.89057,36604671.24,5308661.125,1270495.671,49305197.45,144987.6589,12769007.15,5612339.801,14086642.36,18205387.59,31485765.93,4387830.849,675915.3258,6049885.506,3551815.706,31022156.16,449894.6701,24501604.88,23473027.42,10803.03678,24045311.55,70738815.71,10153043.49,66933422.81,4862845.554,61457516.92,11363520.95,34956445.79,13344883.65,52325332.48,55704.84867,213479903.7,9947831.056,12849538.43,1743019951,789483.8694,16490692.91,36592685.79,1198455.704,46383979.04,10561855.88,1170065.38,3422162.31,10695513.06,18485475.88,22667434.93,,27188878.66,5334298.14,55261114.58,10465898.36,64392307.35,739000.61,,513810.3,36501.39,10278530.28,,102641976,12378698.08,16190.11,39763110.04,175642331.2,13335183.77,226293153,10311758.61,184761603.4,9740997.12,54595844.89,25573299.41,139814982.7,14437.65,147080657.8,50222858.62,15224125.5,26230472468,525746.42,2300512656,,1238019.66,S
102,26949140.14,5670938.789,173755.3048,41918070.34,7595990.526,2895410.09,71213752.52,93344.44372,20437904.75,9603461.962,23734151.02,20322615.18,34922923.58,6464944.747,1295075.302,5326773.088,4257793.666,39539869.84,265004.8626,26878660.88,37930165.81,40718.11191,27005182.07,92807522.15,16010558.87,115871156.6,5872034.136,85217665.61,16850427.16,42296036.72,14259206.75,55041705.47,43209.22759,398702722.2,19166579.05,19539087.47,3017995123,3397078.786,51928813.03,110309993.4,3664847.637,26644073.93,5719842.75,176007.52,57006081.14,8683546.85,164048.36,77991188.84,253784.89,22998831.62,11346758.53,19607885.4,26954446.85,33079354.26,7644636.59,2302841.48,9289945.09,7312743.91,46280124.49,789376.66,32310544.98,44091806.28,25646.59,34374030.73,97275599.62,16295307.31,127314505.3,8049677.54,84512050.55,21410966.68,41890594.11,21540714.08,67836941.51,96978.81,521050299,18041689.77,21373462.64,2788918018,3259722.31,35403608.29,72833478.86,3159558.15,S
158,48114211.43,6058579.031,130084.0993,47484225.01,2617641.747,214417.962,67414850.42,466484.3229,25359299.11,11979150.46,21782478.94,20686207.15,38037913.94,5825687.331,1565964.379,8314517.244,2529653.353,47500127.43,786047.2965,58800331.42,33420617.37,64865.30196,36586953.08,141642880.6,20637864.51,164102175.3,16739712.37,112945747.7,19977080.7,58686901.6,60541482.1,86653478.21,88789.18741,761823868.7,11699085.28,10584730.91,925959904.1,308875.6137,35098319.01,34387716.9,1968608.424,29121690.53,4476885.88,202465.58,25626777.05,941655.78,176103.05,54811426.95,15645.88,18831026.32,9127294.2,19599400.05,15608369.61,34535241.98,2742469.41,836629.79,1814086.12,1784677.95,29144266.08,70752.77,47135671.26,23103291.74,46412.95,21262793.74,77067393.94,12843672.42,117847527.1,7587204.35,67843716.77,10773152.33,37827347.3,25339810.94,101776979.7,18594.25,638517493.9,9991124.57,5593524.55,1144727043,83582.09,21248475.25,28282635.88,937201.78,S
487,36013200.79,5867702.876,106782.0451,66395888.98,3725810.682,84053.8001,72887238.75,307200.4506,24398454.78,12006297.68,18558488.52,24756200.58,35159940.34,9865922.712,1162620.471,4210731.674,6742479.159,69273915.49,258244.5291,42855346.05,35006117.76,10956.87697,37610328.2,121491933.6,14997644.45,124869526.3,8491850.892,98380517.18,26816088.76,46048734.98,36635996.59,76514717.01,20617.33869,308127624.2,16302048.5,19109238.31,2016963524,772204.2492,29170575.35,96706866.23,1538852.605,34374942.43,5734399.84,87143.56,71989634.14,4713069.52,148020.54,66835831.2,911880.19,19963724.39,11365274.31,19324707.63,21965079.38,33864605.29,10076329.17,1299542.8,4452384.58,9000518.55,65913228.31,393373.98,43416629.07,35890881.85,53119.67,36445717.64,114365322.4,15218609.58,112287071.2,8033116.92,94800340.71,27406846.06,46012877.91,36240102.29,72390004.26,30004.87,336401051.5,17448768.09,17997833.83,1626283874,1237746.99,29953170.77,81925915.29,1518983.81,S
531,17151682.92,5136610.587,120433.235,39708084.13,2596067.184,1211771.859,53051322.03,108788.4775,15489100.71,7132316.578,18137194.74,20498567.82,28855506.1,6127838.789,764849.4339,1383876.654,4821291.409,34861758.99,226514.2975,25853958.72,23459492.7,22420.68501,32457768.36,80357216.72,13827092.59,116203286.7,4689541.871,80154007.5,14205067.19,27142600.55,22068956.02,62837153.77,10970.47371,164099439.3,12121635.07,12583061.03,1680114638,786810.4277,20916883.79,47766971.2,1839878.192,12111293.54,2883691,167018.64,28678013.98,2148777.95,4657005.11,36192858.04,36002.89,13448971.18,6174652.47,18398951.96,15252818.73,28962656.94,3137420.75,452609.02,1162433.49,3195197.03,28482063.36,94735.27,17263808.97,15472690.77,37613.59,22721342.73,63940728.03,10499124.36,87967603.61,4036171.64,59753325.55,9257379.62,14670852.6,17585767.99,107320304.6,44855.77,127956168,10918869.09,10205048.76,1552402272,1576048.12,13041692.26,52005181.92,2426674.86,S
743,21807681,5037157.937,146093.9543,60192679.52,4414980.744,1344452.366,46013790.53,305358.4018,17986664.83,6548441.394,16988113.48,18024065.33,38085439.33,8163137.633,1249782.402,4363481.16,10013829.76,57216922.09,861147.3354,33448736.4,26850481.65,18446.61903,34095574.78,88772361.95,12263934.68,88531913.34,5285394.155,70603172.72,23179513.36,33175889.46,30946710.62,82904306.46,84220.5945,567428862.3,9999334.637,13760820.43,2065484875,3124776.992,17734393.82,114917348.1,2211080.036,22064096.59,3938993.5,132705.44,43895717.77,2587984.36,990595.73,38330506.03,413251.14,12945270.3,6532503.82,17895276.35,16235122.47,37381903.56,5713639.26,939119.05,6251519.73,7700207.06,45390098.35,639420.05,21051919.8,21973675.01,15978.24,26415748.95,71687142.93,14209867.09,76571345.4,7341162.23,56082810.99,12213361.48,26948429.33,16812664.99,89822719.72,192384.86,482219726.2,10817313.02,17516501.15,994960446,4157469.37,14223593.21,76024531.17,2468710.95,S
820,13503628.06,1741391.728,1405227.82,43630886.19,5335426.199,47152289.27,12693411.24,59938.95078,6758199.33,2572073.225,125396461.1,11113175.05,47519450.58,2367143.888,459284.9334,505125.6703,1787958.533,40440709.2,21374.37282,7250545.452,8246759.439,830655.8263,54369587.11,434929114.4,4313963.4,66009723.45,489768.9982,28649460.19,16148867.06,19006497.87,25581853.09,443310766.9,139289.3832,940209618.1,43850542.46,3980263.85,14262268406,8595470.914,4364466.556,620270868.8,15348250.45,39149306.89,4955646.87,412743.23,158528448.9,34999230.98,654415.14,24006663,92294.68,13356944.11,3675603.81,24196097.6,47804552.76,98990758.02,11418670.63,1199820.56,2416496.77,21440425.35,187547094.5,331945.59,21377525.24,33350891.44,247435.7,101875261.4,532235772,8691479.28,382292281.2,938565.78,99934968.8,71149230.72,90437120.41,121802693.9,666848927.5,270891.27,3426503944,25951866.23,6399946.91,15192258551,16757117.87,8954117.24,126838575.5,1103124.54,S
885,,1440543.513,,64000562.85,2181631.321,5815167.646,41873187.96,14788.95116,52443573.82,14586550.31,18255275.64,,79680540.91,,1566036.261,5731747.544,535422.9749,52154697.31,78270.9879,30321381.57,40268944.4,,53691063.47,316224068.2,20760836.6,190442911,2374234.288,26670803.11,58424194.74,30449658.85,31324217.9,237518500.9,1354476.017,623122173.2,50808221.84,12473632.64,144425039.6,849168.1886,23894728.39,81049222.25,790108.0353,35072074.29,4125366.88,306939.24,42528595.53,2637995.95,11624356.68,38268850.25,85430.94,15872737.78,6318084.68,51645099.92,,36618816.38,10503859.91,1310778.19,1671162.93,2562618.25,35479948.28,210692.3,29867660.49,20886505.71,93649.17,23648434.07,198341968.2,11393623.82,122668119.8,6833639.73,73643722.24,46196484.1,31992604.92,44743844.87,136290380.7,23698.88,,15956579.37,11562418.32,4608734902,1137239,22843801.48,191533354.3,2236043.17,S
905,39466075.99,9251739.824,150492.5105,81677740.09,5931017.23,203748.2999,64003069.57,178313.1833,28699276.53,8936003.921,21828011.19,,36526044.36,12669798.56,2312049.252,3142024.922,4358843.935,64020080.21,613254.8461,38594695.6,36524100.75,91166.27821,40666362.73,216728807.4,14274883.41,122964885.8,7846699.172,103621869.1,52950059.11,55060438.72,58522596.56,186080177,30852.94773,544530223.5,10603278.08,13697534.07,3027001198,406562.2076,31975914.54,53584891.11,1496068.789,79821600.63,13421396.29,208141.8,130404156.9,16222059.69,111046.55,136294136.2,543871.87,50781947.88,20193415.58,37324789.04,,58411853.03,23877889.18,4633756.95,7880046.04,13278337.53,102324108.6,1886216.92,72605866.23,76583392.11,95088.97,83191884.39,508111826.7,27891657.05,329525255.1,17791074.36,185911700,113564964.5,134253359.6,140179679,346505740.9,80884.31,1107828447,21126946.73,27625549.81,5651824370,917200.57,74290984.93,129948998.6,2904202.29,S
1485,23897636.95,4530708.726,87718.95051,31996833.9,1665164.42,250787.6136,42137583.81,224460.0309,16683086.59,4073898.613,14118807.2,19131265.67,33808901.56,3709132.452,578296.3601,3837661.783,5484897.396,23207187.05,520518.3549,25949471.84,20196158.75,13527.72723,33531394.33,43716963.34,10877740.13,67246154.4,3415759.374,56448258.25,12412868.67,39564774.37,17391476.67,66746426.7,22318.48021,186538825.4,10929154.24,12289983.67,1449383963,440478.7193,15985790.22,39749409.81,822363.2578,21301866.78,5305018.9,98344.93,18376972.85,1392701.8,224396.53,43639796.77,19002.93,19150996.21,3772209.68,16204005.14,14782536.5,31714818.06,2317937.16,385093.69,1632256.22,1545088.92,16280071.71,30425.51,26042000,15323825.83,15923.59,29462154.87,64238075.11,7891437.88,64113000.86,2912077.16,65312347.75,17610249.79,33404597.94,17837872.77,109373449.3,19608.49,162513282.1,10525278.12,11328488.83,2150503638,606814.28,11978202.11,30902976.67,466525.45,S
348,35007364.72,5473519.072,194364.5595,36356989.45,3255918.672,847832.8578,51245114.16,121261.4266,1794634015,7853779.814,22599543.21,27523661.7,38963925.25,4723805.28,1276185.322,3730388.868,4654772.385,39263158.67,2542.68637,39484180.25,28606506.03,46362.86332,29117033.84,91160186.51,17968527.31,123988884.2,5384301.007,66372271.07,23698110.72,36527879.12,41284288.07,122066479.5,38985.21321,514188739.6,11731115.3,9840268.982,3657001906,,25388386.23,46150554.95,65387.97221,35034068.93,5288714.5,136468.4,41616290.8,4961918.81,416400.42,59104694.08,153487.77,1965728912,9345601.59,22955542.01,30621880.16,43303768.93,6787412.4,1436072.34,4256244.69,5879579.46,38527166.21,3444.32,44060316.01,30332750.55,42816.51,37876283.32,148384498.3,19295354.46,138618606.8,7457128.43,78150482.23,26525183.3,38764822.92,59988162.1,178815720.7,138116.63,590748334,14365688.71,12057638.7,2299310938,,24472309.42,57815800.96,91505.65,S
593,90736027.42,9383643.907,209797.7453,98413085.84,2341733.472,2685819.617,86492704.33,7883.11608,63171196.95,6889644.937,40786085.11,58300229.91,118295989.6,10400961.49,6886563.325,13824480.28,422449.1088,84195263.92,141255.3121,98958149.69,31771657.2,45234.58004,52848024.69,634931057.5,25354014.5,247313087.4,3023055.072,162562971.1,52969939.55,59653740.7,88771701.92,222413081,16345.5854,120469160.5,8292356.519,9462929.076,6032051857,435890.3956,2885248.069,7266441.527,140143.5973,96613264.32,8117307.71,816345.63,110834810.8,2198653.41,31257626.56,79870854.56,512.33,55910210.45,6563312.29,75514936.36,54478487.67,140976477.3,10114870.27,5181931.79,15005360.8,236408.42,89575114.76,67039.56,99258247.26,32985831.82,133812.24,62571478.59,859574577.1,27478609.37,331252696.3,4220875.51,200840845.4,66536930.79,67722103.46,126075168.5,753597545.2,75011.55,11197749.52,12143394.4,9314785.52,10031044807,1543364.52,2068716.36,11024913.29,173092.37,S
1503,16962734.36,2066517.124,1180246.086,76181248.64,12374340.37,32745265.61,17145430.9,1605982.524,8834819.006,6703578.469,88121101.41,,34619638.56,10118845.04,709846.114,3320190.798,12885377.61,62131299.45,4139590.55,17077662.78,13789231,517779.285,70465270.75,381813563.3,11302247.81,101348612.2,7553561.78,88850306.31,42223730.83,43403522.47,81089162.04,433422685.7,316341.0267,1450376212,24132529.87,5260771.137,11864446202,5200664.155,15848657.23,529784324.2,11916961.05,21172137.93,9954663.16,1123596.43,38907630.88,6200045.15,10424268.24,34212090.19,1448021.08,13453891.75,8111053.41,48558113.65,,28963896.24,8430214.94,1190107.7,3531287.12,3939892.82,34368943.27,2563767,25099233.3,14794610.46,351071.74,32126737.83,283763674,19354668.2,93265358.71,6295238.16,75911155.11,23814278.9,36305804.86,51633099.96,236173225,154711.77,826248949.9,21094175.78,8534487.7,11536186148,3056508.44,26775702.67,227179980.2,3828840.45,S
61,22268149.4,4145461.963,123626.4401,33398136.03,6276484.55,973737.567,49949463.39,130727.7384,16235005.57,7890615.171,14474244.56,20365965.74,28203024.74,5514365.893,1035708.177,4409718.511,3637680.043,29924174.32,377956.7445,26635476.19,25707034.81,27321.33745,22402441.33,80432595.07,10487142.7,88739200.03,4651021.535,71818803.52,14612917.01,30427440.89,16450530.26,55268422.22,34252.64139,451277675.1,12141756.73,15156074.83,2896344116,4868399.736,7511005.672,12943836.91,1831197.438,16690724.87,3625953.5,162433.77,22612892.21,6734300.21,1793837.03,32575189.79,42295.53,13470067.78,6126273.16,15259342.89,12950621.84,26427370.76,2773532.5,767268.53,3488834.97,1920457.28,22053818.91,95292.46,25504642.7,16657864.75,27329.81,18696756.53,66009953.29,9008216.11,81180937.56,4900511.47,62604571.7,10019103.69,28725249.97,12277407.93,80330291.83,105707.49,300581096.8,14140560.55,15288556.14,2341733836,5041891.1,14886958.07,22395773.42,1924153.01,S
98,9682814.044,1247960.095,2149718.19,33228061.11,7304762.251,67563351.69,8736454.053,177433.8726,6509427.747,2398388.61,192720372.7,7416309.063,59272607.6,2060509.479,510827.1128,505373.5728,1011142.461,34567373.67,29936.10999,6888422.251,7897167.612,372148.3274,43915247.71,437626048.7,3012028.355,67508244.59,388033.0543,32488223.64,11114578.8,17810351.39,26413956.61,552555489.1,157103.822,1443377424,73028085.63,3379126.316,29900330005,11465096.2,3924039.798,783634305.7,19965213.03,48617577.09,8198470.1,131198.08,61565777.03,7322448.21,1886367.42,61693797.89,110902.16,22927223.4,8875557.41,28222284.87,29607700.41,41457851.01,7435891.22,2126318.31,4709168.55,7424546.84,65344845.87,133522.61,30022198.31,35365812.56,82022.56,41997812.48,205233089.5,16068871.5,161814833.1,1313429.92,83812259.19,35258636.51,40727538.27,57200810.67,101779767,36749.49,614784657.3,13704030.62,18336493.99,4873824224,4932067.63,33878151.07,52883924.28,942432.42,S
