Isoform	hg19.kgXref.kgID	Gen
uc010orc.1	uc010orc.1	ACADM|34
uc010ord.1	uc010ord.1	ACADM|34
uc010ore.1	uc010ore.1	ACADM|34
uc010orf.1	uc010orf.1	ACADM|34
uc010org.1	uc010org.1	ACADM|34
uc001lhb.2	uc001lhb.2	ACADSB|36
uc010qub.1	uc010qub.1	ACADSB|36
uc001tza.3	uc001tza.3	ACADS|35
uc001tzb.3	uc001tzb.3	ACADS|35
uc010szl.1	uc010szl.1	ACADS|35
uc002gev.2	uc002gev.2	ACADVL|37
uc002gew.2	uc002gew.2	ACADVL|37
uc002gex.2	uc002gex.2	ACADVL|37
uc010vtp.1	uc010vtp.1	ACADVL|37
uc010vtq.1	uc010vtq.1	ACADVL|37
uc002bmx.2	uc002bmx.2	ACAN|176
uc002bna.2	uc002bna.2	ACAN|176
uc010upo.1	uc010upo.1	ACAN|176
uc010upp.1	uc010upp.1	ACAN|176
uc002ggd.2	uc002ggd.2	ACAP1|9744
uc003fun.3	uc003fun.3	ACAP2|23527
uc003fuo.2	uc003fuo.2	ACAP2|23527
uc001ady.2	uc001ady.2	ACAP3|116983
uc001aea.2	uc001aea.2	ACAP3|116983
uc001aeb.2	uc001aeb.2	ACAP3|116983
uc001aec.1	uc001aec.1	ACAP3|116983
uc001pjw.1	uc001pjw.1	ACAT1|38
uc001pjx.2	uc001pjx.2	ACAT1|38
uc001pjy.2	uc001pjy.2	ACAT1|38
uc010kjy.2	uc010kjy.2	ACAT2|39
uc011efw.1	uc011efw.1	ACAT2|39
uc001hpy.2	uc001hpy.2	ACBD3|64746
uc002iic.2	uc002iic.2	ACBD4|79777
uc002iid.2	uc002iid.2	ACBD4|79777
uc002iie.2	uc002iie.2	ACBD4|79777
uc002iif.2	uc002iif.2	ACBD4|79777
uc010dae.2	uc010dae.2	ACBD4|79777
uc010wjj.1	uc010wjj.1	ACBD4|79777
uc001ito.2	uc001ito.2	ACBD5|91452
uc001itp.2	uc001itp.2	ACBD5|91452
uc001itq.2	uc001itq.2	ACBD5|91452
uc001itr.1	uc001itr.1	ACBD5|91452
uc010qdm.1	uc010qdm.1	ACBD5|91452
uc010qdn.1	uc010qdn.1	ACBD5|91452
uc010qdo.1	uc010qdo.1	ACBD5|91452
uc010qdp.1	uc010qdp.1	ACBD5|91452
uc001gog.2	uc001gog.2	ACBD6|84320
uc001inv.2	uc001inv.2	ACBD7|414149
uc010qby.1	uc010qby.1	ACBD7|414149
uc002hht.2	uc002hht.2	ACCN1|40
uc002hhu.2	uc002hhu.2	ACCN1|40
uc001rvv.2	uc001rvv.2	ACCN2|41
uc001rvw.2	uc001rvw.2	ACCN2|41
uc009zln.2	uc009zln.2	ACCN2|41
uc009zlo.2	uc009zlo.2	ACCN2|41
uc003win.2	uc003win.2	ACCN3|9311
uc003wio.2	uc003wio.2	ACCN3|9311
uc003wip.2	uc003wip.2	ACCN3|9311
uc003wiq.2	uc003wiq.2	ACCN3|9311
uc002vly.1	uc002vly.1	ACCN4|55515
uc002vlz.2	uc002vlz.2	ACCN4|55515
uc002vma.2	uc002vma.2	ACCN4|55515
uc002vmb.2	uc002vmb.2	ACCN4|55515
uc010fwi.1	uc010fwi.1	ACCN4|55515
uc010fwj.1	uc010fwj.1	ACCN4|55515
uc003ipe.1	uc003ipe.1	ACCN5|51802
uc001mxw.1	uc001mxw.1	ACCSL|390110
uc009ykr.2	uc009ykr.2	ACCSL|390110
uc001mxx.2	uc001mxx.2	ACCS|84680
uc009yks.1	uc009yks.1	ACCS|84680
uc010rfm.1	uc010rfm.1	ACCS|84680
uc010rfn.1	uc010rfn.1	ACCS|84680
uc002etp.3	uc002etp.3	ACD|65057
uc002etq.3	uc002etq.3	ACD|65057
uc002etr.3	uc002etr.3	ACD|65057
uc010vjt.1	uc010vjt.1	ACD|65057
uc004cxa.1	uc004cxa.1	ACE2|59272
uc004cxb.2	uc004cxb.2	ACE2|59272
uc002mel.2	uc002mel.2	ACER1|125981
uc003znx.1	uc003znx.1	ACER2|340485
uc003zny.1	uc003zny.1	ACER2|340485
uc003znz.1	uc003znz.1	ACER2|340485
uc001oxu.2	uc001oxu.2	ACER3|55331
uc009yul.1	uc009yul.1	ACER3|55331
uc009yum.1	uc009yum.1	ACER3|55331
uc009yun.1	uc009yun.1	ACER3|55331
uc009yuo.1	uc009yuo.1	ACER3|55331
uc010rsg.1	uc010rsg.1	ACER3|55331
uc010rsh.1	uc010rsh.1	ACER3|55331
uc010rsi.1	uc010rsi.1	ACER3|55331
uc010rsj.1	uc010rsj.1	ACER3|55331
uc002jau.1	uc002jau.1	ACE|1636
uc002jav.1	uc002jav.1	ACE|1636
uc002jaw.1	uc002jaw.1	ACE|1636
uc010ddu.1	uc010ddu.1	ACE|1636
uc010ddv.1	uc010ddv.1	ACE|1636
uc010wph.1	uc010wph.1	ACE|1636
uc010wpi.1	uc010wpi.1	ACE|1636
uc010wpj.1	uc010wpj.1	ACE|1636
uc010wpk.1	uc010wpk.1	ACE|1636
uc003uxd.2	uc003uxd.2	ACHE|43
uc003uxe.2	uc003uxe.2	ACHE|43
uc003uxf.2	uc003uxf.2	ACHE|43
uc003uxg.2	uc003uxg.2	ACHE|43
uc003uxh.2	uc003uxh.2	ACHE|43
uc003uxi.2	uc003uxi.2	ACHE|43
uc003uxj.1	uc003uxj.1	ACHE|43
uc001wio.3	uc001wio.3	ACIN1|22985
uc001wip.3	uc001wip.3	ACIN1|22985
uc001wiq.3	uc001wiq.3	ACIN1|22985
uc001wir.3	uc001wir.3	ACIN1|22985
uc001wis.3	uc001wis.3	ACIN1|22985
uc001wit.3	uc001wit.3	ACIN1|22985
uc010akg.2	uc010akg.2	ACIN1|22985
uc010tnj.1	uc010tnj.1	ACIN1|22985
uc002hyg.2	uc002hyg.2	ACLY|47
uc002hyh.2	uc002hyh.2	ACLY|47
uc002hyi.2	uc002hyi.2	ACLY|47
uc010wfx.1	uc010wfx.1	ACLY|47
uc010wfy.1	uc010wfy.1	ACLY|47
uc002ttz.2	uc002ttz.2	ACMSD|130013
uc002tua.2	uc002tua.2	ACMSD|130013
uc003uoo.3	uc003uoo.3	ACN9|57001
uc003zqw.3	uc003zqw.3	ACO1|48
uc003zqx.3	uc003zqx.3	ACO1|48
uc003zqy.3	uc003zqy.3	ACO1|48
uc010mjh.1	uc010mjh.1	ACO1|48
uc003bac.2	uc003bac.2	ACO2|50
uc003bad.2	uc003bad.2	ACO2|50
uc001cxj.1	uc001cxj.1	ACOT11|26027
uc001cxk.2	uc001cxk.2	ACOT11|26027
uc001cxl.1	uc001cxl.1	ACOT11|26027
uc001cxm.1	uc001cxm.1	ACOT11|26027
uc003khl.3	uc003khl.3	ACOT12|134526
uc003khm.2	uc003khm.2	ACOT12|134526
uc003nek.2	uc003nek.2	ACOT13|55856
uc010jpv.2	uc010jpv.2	ACOT13|55856
uc001xol.1	uc001xol.1	ACOT1|641371
uc010tuc.1	uc010tuc.1	ACOT1|641371
uc001xom.2	uc001xom.2	ACOT2|10965
uc001xon.3	uc001xon.3	ACOT2|10965
uc001xoo.2	uc001xoo.2	ACOT4|122970
uc001xop.2	uc001xop.2	ACOT6|641372
uc001amq.2	uc001amq.2	ACOT7|11332
uc001amr.2	uc001amr.2	ACOT7|11332
uc001ams.2	uc001ams.2	ACOT7|11332
uc001amt.2	uc001amt.2	ACOT7|11332
uc001amu.2	uc001amu.2	ACOT7|11332
uc001amv.2	uc001amv.2	ACOT7|11332
uc010nzq.1	uc010nzq.1	ACOT7|11332
uc002xqa.1	uc002xqa.1	ACOT8|10005
uc002xqc.1	uc002xqc.1	ACOT8|10005
uc010zxe.1	uc010zxe.1	ACOT8|10005
uc010zxf.1	uc010zxf.1	ACOT8|10005
uc004dan.2	uc004dan.2	ACOT9|23597
uc004dao.2	uc004dao.2	ACOT9|23597
uc004dap.2	uc004dap.2	ACOT9|23597
uc004daq.2	uc004daq.2	ACOT9|23597
uc004dar.2	uc004dar.2	ACOT9|23597
uc004das.2	uc004das.2	ACOT9|23597
uc004dat.1	uc004dat.1	ACOT9|23597
uc011mjt.1	uc011mjt.1	ACOT9|23597
uc002jqe.2	uc002jqe.2	ACOX1|51
uc002jqf.2	uc002jqf.2	ACOX1|51
uc010wsq.1	uc010wsq.1	ACOX1|51
uc010wsr.1	uc010wsr.1	ACOX1|51
uc003dkl.2	uc003dkl.2	ACOX2|8309
uc003glc.3	uc003glc.3	ACOX3|8310
uc003gld.3	uc003gld.3	ACOX3|8310
uc003gle.1	uc003gle.1	ACOX3|8310
uc010idk.2	uc010idk.2	ACOX3|8310
uc002tgr.3	uc002tgr.3	ACOXL|55289
uc010fkc.2	uc010fkc.2	ACOXL|55289
uc010yxk.1	uc010yxk.1	ACOXL|55289
uc002qwd.2	uc002qwd.2	ACP1|52
uc002qwe.3	uc002qwe.3	ACP1|52
uc002qwf.2	uc002qwf.2	ACP1|52
uc002qwg.2	uc002qwg.2	ACP1|52
uc002qwh.2	uc002qwh.2	ACP1|52
uc001nei.2	uc001nei.2	ACP2|53
uc009ylj.2	uc009ylj.2	ACP2|53
uc009ylk.2	uc009ylk.2	ACP2|53
uc010rhe.1	uc010rhe.1	ACP2|53
uc010rhf.1	uc010rhf.1	ACP2|53
uc010rhg.1	uc010rhg.1	ACP2|53
uc010rhh.1	uc010rhh.1	ACP2|53
uc010rhi.1	uc010rhi.1	ACP2|53
uc010rhj.1	uc010rhj.1	ACP2|53
uc002msg.3	uc002msg.3	ACP5|54
uc002msh.3	uc002msh.3	ACP5|54
uc002msi.3	uc002msi.3	ACP5|54
uc002msj.3	uc002msj.3	ACP5|54
uc010dye.1	uc010dye.1	ACP5|54
uc001epr.2	uc001epr.2	ACP6|51205
uc009wjj.1	uc009wjj.1	ACP6|51205
uc003etu.2	uc003etu.2	ACPL2|92370
uc003etv.2	uc003etv.2	ACPL2|92370
uc011bna.1	uc011bna.1	ACPL2|92370
uc011bnb.1	uc011bnb.1	ACPL2|92370
uc003eon.3	uc003eon.3	ACPP|55
uc003eop.3	uc003eop.3	ACPP|55
uc010htp.2	uc010htp.2	ACPP|55
uc002pta.1	uc002pta.1	ACPT|93650
uc001qpt.1	uc001qpt.1	ACRBP|84519
uc001qpu.1	uc001qpu.1	ACRBP|84519
uc010sfg.1	uc010sfg.1	ACRBP|84519
uc004eae.2	uc004eae.2	ACRC|93953
uc001qck.2	uc001qck.2	ACRV1|56
uc001qcl.2	uc001qcl.2	ACRV1|56
uc001qcm.2	uc001qcm.2	ACRV1|56
uc001qcn.2	uc001qcn.2	ACRV1|56
uc001qco.2	uc001qco.2	ACRV1|56
uc001qcp.2	uc001qcp.2	ACRV1|56
uc001qcq.2	uc001qcq.2	ACRV1|56
uc001qcr.2	uc001qcr.2	ACRV1|56
uc001qcs.2	uc001qcs.2	ACRV1|56
uc003bnh.3	uc003bnh.3	ACR|49
uc010hbh.1	uc010hbh.1	ACR|49
uc002bdh.2	uc002bdh.2	ACSBG1|23205
uc010umw.1	uc010umw.1	ACSBG1|23205
uc010umx.1	uc010umx.1	ACSBG1|23205
uc010umy.1	uc010umy.1	ACSBG1|23205
uc002mee.1	uc002mee.1	ACSBG2|81616
uc002mef.1	uc002mef.1	ACSBG2|81616
uc002meg.1	uc002meg.1	ACSBG2|81616
uc002meh.1	uc002meh.1	ACSBG2|81616
uc002mei.1	uc002mei.1	ACSBG2|81616
uc010xiz.1	uc010xiz.1	ACSBG2|81616
uc002iqu.2	uc002iqu.2	ACSF2|80221
uc010dbt.1	uc010dbt.1	ACSF2|80221
uc010wml.1	uc010wml.1	ACSF2|80221
uc010wmm.1	uc010wmm.1	ACSF2|80221
uc010wmn.1	uc010wmn.1	ACSF2|80221
uc010wmo.1	uc010wmo.1	ACSF2|80221
uc002fmp.2	uc002fmp.2	ACSF3|197322
uc002fmq.1	uc002fmq.1	ACSF3|197322
uc002fmr.1	uc002fmr.1	ACSF3|197322
uc010cig.1	uc010cig.1	ACSF3|197322
uc010cih.1	uc010cih.1	ACSF3|197322
uc010cii.1	uc010cii.1	ACSF3|197322
uc003iws.1	uc003iws.1	ACSL1|2180
uc003iwt.1	uc003iwt.1	ACSL1|2180
uc003iwu.1	uc003iwu.1	ACSL1|2180
uc003iwv.1	uc003iwv.1	ACSL1|2180
uc003iww.2	uc003iww.2	ACSL1|2180
uc010ise.1	uc010ise.1	ACSL1|2180
uc011ckm.1	uc011ckm.1	ACSL1|2180
uc011ckn.1	uc011ckn.1	ACSL1|2180
uc002vni.2	uc002vni.2	ACSL3|2181
uc002vnj.2	uc002vnj.2	ACSL3|2181
uc002vnk.2	uc002vnk.2	ACSL3|2181
uc004eoi.2	uc004eoi.2	ACSL4|2182
uc004eoj.2	uc004eoj.2	ACSL4|2182
uc004eok.2	uc004eok.2	ACSL4|2182
uc010npp.1	uc010npp.1	ACSL4|2182
uc001kzs.2	uc001kzs.2	ACSL5|51703
uc001kzt.2	uc001kzt.2	ACSL5|51703
uc001kzu.2	uc001kzu.2	ACSL5|51703
uc009xxz.2	uc009xxz.2	ACSL5|51703
uc010qrj.1	uc010qrj.1	ACSL5|51703
uc003kvv.1	uc003kvv.1	ACSL6|23305
uc003kvw.1	uc003kvw.1	ACSL6|23305
uc003kvx.1	uc003kvx.1	ACSL6|23305
uc003kvy.1	uc003kvy.1	ACSL6|23305
uc003kvz.1	uc003kvz.1	ACSL6|23305
uc003kwa.1	uc003kwa.1	ACSL6|23305
uc003kwb.2	uc003kwb.2	ACSL6|23305
uc003kwc.1	uc003kwc.1	ACSL6|23305
uc003kwd.1	uc003kwd.1	ACSL6|23305
uc010jdn.1	uc010jdn.1	ACSL6|23305
uc010jdo.1	uc010jdo.1	ACSL6|23305
uc010jdp.1	uc010jdp.1	ACSL6|23305
uc002dhm.1	uc002dhm.1	ACSM1|116285
uc002dhn.1	uc002dhn.1	ACSM1|116285
uc010bwg.1	uc010bwg.1	ACSM1|116285
uc002dhf.3	uc002dhf.3	ACSM2A|123876
uc002dhg.3	uc002dhg.3	ACSM2A|123876
uc002dhh.3	uc002dhh.3	ACSM2A|123876
uc010bwd.1	uc010bwd.1	ACSM2A|123876
uc010bwe.2	uc010bwe.2	ACSM2A|123876
uc010vax.1	uc010vax.1	ACSM2A|123876
uc010vay.1	uc010vay.1	ACSM2A|123876
uc002dhj.3	uc002dhj.3	ACSM2B|348158
uc002dhk.3	uc002dhk.3	ACSM2B|348158
uc010bwf.1	uc010bwf.1	ACSM2B|348158
uc002dhq.2	uc002dhq.2	ACSM3|6296
uc002dhr.2	uc002dhr.2	ACSM3|6296
uc010vba.1	uc010vba.1	ACSM3|6296
uc001qsx.1	uc001qsx.1	ACSM4|341392
uc002dhd.1	uc002dhd.1	ACSM5|54988
uc002dhe.2	uc002dhe.2	ACSM5|54988
uc002wua.2	uc002wua.2	ACSS1|84532
uc002wub.2	uc002wub.2	ACSS1|84532
uc002wuc.2	uc002wuc.2	ACSS1|84532
uc002wud.1	uc002wud.1	ACSS1|84532
uc010gdc.2	uc010gdc.2	ACSS1|84532
uc002xbc.2	uc002xbc.2	ACSS2|55902
uc002xbd.2	uc002xbd.2	ACSS2|55902
uc002xbe.2	uc002xbe.2	ACSS2|55902
uc002xbf.2	uc002xbf.2	ACSS2|55902
uc010gey.2	uc010gey.2	ACSS2|55902
uc010zum.1	uc010zum.1	ACSS2|55902
uc001szl.1	uc001szl.1	ACSS3|79611
uc001szm.1	uc001szm.1	ACSS3|79611
uc001szn.1	uc001szn.1	ACSS3|79611
uc001htm.2	uc001htm.2	ACTA1|58
uc001kfp.2	uc001kfp.2	ACTA2|59
uc001kfq.2	uc001kfq.2	ACTA2|59
uc010qmy.1	uc010qmy.1	ACTA2|59
uc010qmz.1	uc010qmz.1	ACTA2|59
uc003jrm.2	uc003jrm.2	ACTBL2|345651
uc003soq.3	uc003soq.3	ACTB|60
uc003sor.3	uc003sor.3	ACTB|60
uc003sos.3	uc003sos.3	ACTB|60
uc003sot.3	uc003sot.3	ACTB|60
uc010ksy.2	uc010ksy.2	ACTB|60
uc011jwi.1	uc011jwi.1	ACTB|60
uc001ziu.1	uc001ziu.1	ACTC1|70
uc002kag.2	uc002kag.2	ACTG1|71
uc002kah.1	uc002kah.1	ACTG1|71
uc002kai.1	uc002kai.1	ACTG1|71
uc002kaj.1	uc002kaj.1	ACTG1|71
uc002kak.1	uc002kak.1	ACTG1|71
uc002kal.1	uc002kal.1	ACTG1|71
uc010wun.1	uc010wun.1	ACTG1|71
uc002sjw.2	uc002sjw.2	ACTG2|72
uc010fex.1	uc010fex.1	ACTG2|72
uc010fey.2	uc010fey.2	ACTG2|72
uc010yrn.1	uc010yrn.1	ACTG2|72
uc003fjw.2	uc003fjw.2	ACTL6A|86
uc003fjx.2	uc003fjx.2	ACTL6A|86
uc003fjy.2	uc003fjy.2	ACTL6A|86
uc003uvx.1	uc003uvx.1	ACTL6B|51412
uc003uvy.2	uc003uvy.2	ACTL6B|51412
uc003uvz.2	uc003uvz.2	ACTL6B|51412
uc004bdj.1	uc004bdj.1	ACTL7A|10881
uc004bdi.2	uc004bdi.2	ACTL7B|10880
uc001bat.2	uc001bat.2	ACTL8|81569
uc002mkl.2	uc002mkl.2	ACTL9|284382
uc001xkk.2	uc001xkk.2	ACTN1|87
uc001xkl.2	uc001xkl.2	ACTN1|87
uc001xkm.2	uc001xkm.2	ACTN1|87
uc001xkn.2	uc001xkn.2	ACTN1|87
uc001xko.1	uc001xko.1	ACTN1|87
uc010ttb.1	uc010ttb.1	ACTN1|87
uc010ttc.1	uc010ttc.1	ACTN1|87
uc010ttd.1	uc010ttd.1	ACTN1|87
uc001hyf.2	uc001hyf.2	ACTN2|88
uc001hyg.2	uc001hyg.2	ACTN2|88
uc001hyh.2	uc001hyh.2	ACTN2|88
uc009xgi.1	uc009xgi.1	ACTN2|88
uc010pxu.1	uc010pxu.1	ACTN2|88
uc001oio.1	uc001oio.1	ACTN3|89
uc010rpi.1	uc010rpi.1	ACTN3|89
uc002oja.1	uc002oja.1	ACTN4|81
uc002ojb.1	uc002ojb.1	ACTN4|81
uc010egc.1	uc010egc.1	ACTN4|81
uc001xdf.2	uc001xdf.2	ACTR10|55860
uc001xdg.2	uc001xdg.2	ACTR10|55860
uc001xdh.2	uc001xdh.2	ACTR10|55860
uc010apc.2	uc010apc.2	ACTR10|55860
uc010trp.1	uc010trp.1	ACTR10|55860
uc001kvv.2	uc001kvv.2	ACTR1A|10121
uc010qqn.1	uc010qqn.1	ACTR1A|10121
uc010qqo.1	uc010qqo.1	ACTR1A|10121
uc002syb.2	uc002syb.2	ACTR1B|10120
uc002sdp.2	uc002sdp.2	ACTR2|10097
uc002sdq.2	uc002sdq.2	ACTR2|10097
uc010yqf.1	uc010yqf.1	ACTR2|10097
uc010yqg.1	uc010yqg.1	ACTR2|10097
uc003wle.1	uc003wle.1	ACTR3B|57180
uc003wlf.1	uc003wlf.1	ACTR3B|57180
uc003wlg.1	uc003wlg.1	ACTR3B|57180
uc011kvp.1	uc011kvp.1	ACTR3B|57180
uc003wgu.1	uc003wgu.1	ACTR3C|653857
uc002tkx.1	uc002tkx.1	ACTR3|10096
uc010yyc.1	uc010yyc.1	ACTR3|10096
uc010yyd.1	uc010yyd.1	ACTR3|10096
uc002xjd.2	uc002xjd.2	ACTR5|79913
uc001thb.1	uc001thb.1	ACTR6|64431
uc001thc.1	uc001thc.1	ACTR6|64431
uc001thd.1	uc001thd.1	ACTR6|64431
uc001the.1	uc001the.1	ACTR6|64431
uc001thf.1	uc001thf.1	ACTR6|64431
uc009ztu.1	uc009ztu.1	ACTR6|64431
uc010svh.1	uc010svh.1	ACTR6|64431
uc003dhb.2	uc003dhb.2	ACTR8|93973
uc003dhc.2	uc003dhc.2	ACTR8|93973
uc003dhd.2	uc003dhd.2	ACTR8|93973
uc004eum.2	uc004eum.2	ACTRT1|139741
uc001ajz.2	uc001ajz.2	ACTRT2|140625
uc001rzl.2	uc001rzl.2	ACVR1B|91
uc001rzm.2	uc001rzm.2	ACVR1B|91
uc001rzn.2	uc001rzn.2	ACVR1B|91
uc010snn.1	uc010snn.1	ACVR1B|91
uc002tzk.3	uc002tzk.3	ACVR1C|130399
uc002tzl.3	uc002tzl.3	ACVR1C|130399
uc010foe.2	uc010foe.2	ACVR1C|130399
uc010fof.2	uc010fof.2	ACVR1C|130399
uc002tzm.3	uc002tzm.3	ACVR1|90
uc002tzn.3	uc002tzn.3	ACVR1|90
uc010fog.2	uc010fog.2	ACVR1|90
uc002twg.2	uc002twg.2	ACVR2A|92
uc002twh.2	uc002twh.2	ACVR2A|92
uc010zbn.1	uc010zbn.1	ACVR2A|92
uc003cif.2	uc003cif.2	ACVR2B|93
uc003cig.2	uc003cig.2	ACVR2B|93
uc001rzj.2	uc001rzj.2	ACVRL1|94
uc001rzk.2	uc001rzk.2	ACVRL1|94
uc010snm.1	uc010snm.1	ACVRL1|94
uc003dcp.2	uc003dcp.2	ACY1|95
uc003dcq.2	uc003dcq.2	ACY1|95
uc011bea.1	uc011bea.1	ACY1|95
uc011beb.1	uc011beb.1	ACY1|95
uc001omq.2	uc001omq.2	ACY3|91703
uc001xrf.2	uc001xrf.2	ACYP1|97
uc001xrg.2	uc001xrg.2	ACYP1|97
uc002rxq.3	uc002rxq.3	ACYP2|98
uc003ieo.2	uc003ieo.2	ADAD1|132612
uc003iep.2	uc003iep.2	ADAD1|132612
uc003ieq.2	uc003ieq.2	ADAD1|132612
uc002fhq.2	uc002fhq.2	ADAD2|161931
uc002fhr.2	uc002fhr.2	ADAD2|161931
uc001zrh.2	uc001zrh.2	ADAL|161823
uc001zri.1	uc001zri.1	ADAL|161823
uc010udo.1	uc010udo.1	ADAL|161823
uc002afd.1	uc002afd.1	ADAM10|102
uc002afe.1	uc002afe.1	ADAM10|102
uc002aff.1	uc002aff.1	ADAM10|102
uc002afg.2	uc002afg.2	ADAM10|102
uc010bgc.1	uc010bgc.1	ADAM10|102
uc010ugz.1	uc010ugz.1	ADAM10|102
uc002ihh.2	uc002ihh.2	ADAM11|4185
uc002ihi.2	uc002ihi.2	ADAM11|4185
uc010wjd.1	uc010wjd.1	ADAM11|4185
uc001ljj.1	uc001ljj.1	ADAM12|8038
uc001ljk.2	uc001ljk.2	ADAM12|8038
uc001ljl.3	uc001ljl.3	ADAM12|8038
uc001ljm.2	uc001ljm.2	ADAM12|8038
uc001ljn.2	uc001ljn.2	ADAM12|8038
uc010qul.1	uc010qul.1	ADAM12|8038
uc001fgq.1	uc001fgq.1	ADAM15|8751
uc001fgr.1	uc001fgr.1	ADAM15|8751
uc001fgs.1	uc001fgs.1	ADAM15|8751
uc001fgt.1	uc001fgt.1	ADAM15|8751
uc001fgu.1	uc001fgu.1	ADAM15|8751
uc001fgv.1	uc001fgv.1	ADAM15|8751
uc001fgw.1	uc001fgw.1	ADAM15|8751
uc001fgx.1	uc001fgx.1	ADAM15|8751
uc001fgy.1	uc001fgy.1	ADAM15|8751
uc001fgz.1	uc001fgz.1	ADAM15|8751
uc001fha.1	uc001fha.1	ADAM15|8751
uc001fhb.1	uc001fhb.1	ADAM15|8751
uc009wpc.1	uc009wpc.1	ADAM15|8751
uc010pet.1	uc010pet.1	ADAM15|8751
uc010peu.1	uc010peu.1	ADAM15|8751
uc010pev.1	uc010pev.1	ADAM15|8751
uc002qzu.2	uc002qzu.2	ADAM17|6868
uc002qzv.2	uc002qzv.2	ADAM17|6868
uc010ewy.2	uc010ewy.2	ADAM17|6868
uc010ewz.2	uc010ewz.2	ADAM17|6868
uc010exa.2	uc010exa.2	ADAM17|6868
uc010exb.1	uc010exb.1	ADAM17|6868
uc003xnh.2	uc003xnh.2	ADAM18|8749
uc003xni.2	uc003xni.2	ADAM18|8749
uc010lww.2	uc010lww.2	ADAM18|8749
uc010lwx.2	uc010lwx.2	ADAM18|8749
uc003lww.1	uc003lww.1	ADAM19|8728
uc003lwy.2	uc003lwy.2	ADAM19|8728
uc003lwz.2	uc003lwz.2	ADAM19|8728
uc011ddr.1	uc011ddr.1	ADAM19|8728
uc001xme.2	uc001xme.2	ADAM20|8748
uc010ttg.1	uc010ttg.1	ADAM21P1|145241
uc001xmd.2	uc001xmd.2	ADAM21|8747
uc003uji.1	uc003uji.1	ADAM22|53616
uc003ujj.1	uc003ujj.1	ADAM22|53616
uc003ujk.1	uc003ujk.1	ADAM22|53616
uc003ujl.1	uc003ujl.1	ADAM22|53616
uc003ujm.2	uc003ujm.2	ADAM22|53616
uc003ujn.2	uc003ujn.2	ADAM22|53616
uc003ujo.2	uc003ujo.2	ADAM22|53616
uc003ujp.1	uc003ujp.1	ADAM22|53616
uc002vbq.2	uc002vbq.2	ADAM23|8745
uc010ziv.1	uc010ziv.1	ADAM23|8745
uc003xdx.2	uc003xdx.2	ADAM28|10863
uc003xdy.2	uc003xdy.2	ADAM28|10863
uc010lua.2	uc010lua.2	ADAM28|10863
uc011kzz.1	uc011kzz.1	ADAM28|10863
uc011laa.1	uc011laa.1	ADAM28|10863
uc003iuc.2	uc003iuc.2	ADAM29|11086
uc003iud.2	uc003iud.2	ADAM29|11086
uc010irr.2	uc010irr.2	ADAM29|11086
uc011cki.1	uc011cki.1	ADAM29|11086
uc003xnj.2	uc003xnj.2	ADAM2|2515
uc003xnk.2	uc003xnk.2	ADAM2|2515
uc003xnl.2	uc003xnl.2	ADAM2|2515
uc011lck.1	uc011lck.1	ADAM2|2515
uc001eij.2	uc001eij.2	ADAM30|11085
uc003xmt.3	uc003xmt.3	ADAM32|203102
uc003xmu.3	uc003xmu.3	ADAM32|203102
uc003xmv.2	uc003xmv.2	ADAM32|203102
uc011lch.1	uc011lch.1	ADAM32|203102
uc002wiq.1	uc002wiq.1	ADAM33|80332
uc002wir.1	uc002wir.1	ADAM33|80332
uc002wis.2	uc002wis.2	ADAM33|80332
uc002wit.2	uc002wit.2	ADAM33|80332
uc002wiu.2	uc002wiu.2	ADAM33|80332
uc002wiw.1	uc002wiw.1	ADAM33|80332
uc002wix.1	uc002wix.1	ADAM33|80332
uc002wiy.2	uc002wiy.2	ADAM33|80332
uc010gba.1	uc010gba.1	ADAM33|80332
uc010gbb.1	uc010gbb.1	ADAM33|80332
uc010zqg.1	uc010zqg.1	ADAM33|80332
uc010zqh.1	uc010zqh.1	ADAM33|80332
uc003xnd.2	uc003xnd.2	ADAM3A|1587
uc003xne.2	uc003xne.2	ADAM3A|1587
uc003xnf.2	uc003xnf.2	ADAM3A|1587
uc003xng.3	uc003xng.3	ADAM3A|1587
uc010lwv.2	uc010lwv.2	ADAM3A|1587
uc011lci.1	uc011lci.1	ADAM3A|1587
uc011lcj.1	uc011lcj.1	ADAM3A|1587
uc003xmw.2	uc003xmw.2	ADAM5P|255926
uc003xmx.1	uc003xmx.1	ADAM5P|255926
uc003xmy.1	uc003xmy.1	ADAM5P|255926
uc003xmz.1	uc003xmz.1	ADAM5P|255926
uc003xna.2	uc003xna.2	ADAM5P|255926
uc003xnb.2	uc003xnb.2	ADAM5P|255926
uc003xnc.2	uc003xnc.2	ADAM5P|255926
uc010lws.1	uc010lws.1	ADAM5P|255926
uc010lwt.1	uc010lwt.1	ADAM5P|255926
uc010lwu.1	uc010lwu.1	ADAM5P|255926
uc001ysu.1	uc001ysu.1	ADAM6|8755
uc010tyt.1	uc010tyt.1	ADAM6|8755
uc003xea.1	uc003xea.1	ADAM7|8756
uc003xeb.2	uc003xeb.2	ADAM7|8756
uc003xec.2	uc003xec.2	ADAM7|8756
uc009ybi.2	uc009ybi.2	ADAM8|101
uc009ybj.1	uc009ybj.1	ADAM8|101
uc010quz.1	uc010quz.1	ADAM8|101
uc010qva.1	uc010qva.1	ADAM8|101
uc010qvb.1	uc010qvb.1	ADAM8|101
